ZOTUID,ID_str,Kingdom,Phylum,Class,Order,Family,Genus,Species,metabarcode,fishlist_old,fishlist_new,gbifSB,gbif_temptrans,NC,Australian Faunal Directory,Fishbase,Plausible Order [GBIF],Plausible Family [GBIF],Plausible Genus [GBIF],Plausible Species [all platforms],Plausible Rank [GBIF],Possible match on LitList,Summary,Species Hit,Nr. of Genus in DB,Action,Reason,Status
ZOTU79,Eukaryota_Chordata_Actinopteri_Perciformes_Pomacentridae_Neopomacentrus_Neopomacentrus aktites,Eukaryota,Chordata,Actinopteri,Perciformes,Pomacentridae,Neopomacentrus,Neopomacentrus aktites,MiFish12S,0,0,0,0,0,no,Eastern Indian Ocean: Western Australia.,yes,yes,yes,no,Genus,Pomacentridae,One Occurrence of Species in Exmouth.,"0.97, 1.0",11,"Family was given as order (and all shifted subsequently). Added order Perciformes  acc. To Australian Faunal Directory, Reassign to genus level",Species distribution unlikely in Shark Bay,done 13.05.2024
ZOTU198,Eukaryota_Chordata_Actinopteri_Perciformes_Pomacentridae_Pomacentrus_NA,Eukaryota,Chordata,Actinopteri,Perciformes,Pomacentridae,Pomacentrus,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,Family was given as order (and all shifted subsequently). Added order Perciformes  acc. To Australian Faunal Directory,,done 13.05.2024
ZOTU91,Eukaryota_Chordata_Actinopteri_Perciformes_Sciaenidae_Argyrosomus_Argyrosomus amoyensis,Eukaryota,Chordata,Actinopteri,Perciformes,Sciaenidae,Argyrosomus,Argyrosomus amoyensis,MiFish12S,0,0,0,0,0,no,"Indo-West Pacific: Persian Gulf and the Arabian Sea from Oman to western coasts of India (Ref. 3490); South China Sea and off Java, Indonesia.",yes,yes,yes,no,Genus,Argyrosomus hololepidotus; Argyrosomus japonicus,Bit more northern Australia but could be SB,1,4,"Family was given as order (and all shifted subsequently). Added order Perciformes  acc. To Australian Faunal Directory, Reassign to genus level",Species distribution unlikely in Shark Bay,done 13.05.2024
ZOTU377,Eukaryota_Chordata_Actinopteri_Carangiformes_Rachycentridae_Rachycentron_Rachycentron canadum,Eukaryota,Chordata,Actinopteri,Carangiformes,Rachycentridae,Rachycentron,Rachycentron canadum,MiFish12S,1,1,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU378,Eukaryota_Chordata_Actinopteri_Beloniformes_Hemiramphidae_Hyporhamphus_Hyporhamphus quoyi,Eukaryota,Chordata,Actinopteri,Beloniformes,Hemiramphidae,Hyporhamphus,Hyporhamphus quoyi,MiFish12S,1,1,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU92,Eukaryota_Chordata_Actinopteri_Perciformes_Sciaenidae_Argyrosomus_Argyrosomus amoyensis,Eukaryota,Chordata,Actinopteri,Perciformes,Sciaenidae,Argyrosomus,Argyrosomus amoyensis,MiFish12S,0,0,0,0,0,no,"Indo-West Pacific: Persian Gulf and the Arabian Sea from Oman to western coasts of India (Ref. 3490); South China Sea and off Java, Indonesia.",yes,yes,yes,no,Genus,Argyrosomus hololepidotus; Argyrosomus japonicus,Bit more northern Australia but could be SB,1,4,"Family was given as order (and all shifted subsequently). Added order Perciformes  acc. To Australian Faunal Directory, Reassign to genus level",Species distribution unlikely in Shark Bay,done 13.05.2024
ZOTU296,Eukaryota_Chordata_Actinopteri_Perciformes_Serranidae_Epinephelus_Epinephelus akaara x Epinephelus lanceolatus,Eukaryota,Chordata,Actinopteri,Perciformes,Serranidae,Epinephelus,Epinephelus akaara x Epinephelus lanceolatus,MiFish12S,0,0,0,0,0,"Epinephelus lanceolatus: Dist in SB
Epinephelus akaara: no","Epinephelus akaara: Northwest Pacific: southern China, Taiwan, East China Sea, Korea, and southern Japan (Kyushu to about 38Â°N on both coasts of Honshu). Reported specimen from Viet Nam may be Epinephelus fasciatomaculosus and records from the Philippines and India are unsubstantiated.",yes,yes,yes,no,Genus,"Epinephelus areolatus; Epinephelus bilobatus; Epinephelus coioides; Epinephelus malabaricus; Epinephelus merra; Epinephelus multinotatus; Epinephelus rivulatus; 
Epinephelus tukula",Potential crossing with Japanese Species? Or wrongly assigned,1,85,Reassigned to genus level,Species distribution unlikely in Shark Bay,done 13.05.2024
ZOTU380,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU381,Eukaryota_Chordata_Actinopteri_Centrarchiformes_Terapontidae_NA_NA,Eukaryota,Chordata,Actinopteri,Centrarchiformes,Terapontidae,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU382,Eukaryota_Chordata_Actinopteri_Centrarchiformes_Terapontidae_Pelates_Pelates quadrilineatus,Eukaryota,Chordata,Actinopteri,Centrarchiformes,Terapontidae,Pelates,Pelates quadrilineatus,MiFish12S,1,1,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU2,Eukaryota_Chordata_Actinopteri_Perciformes_Siganidae_Siganus_NA,Eukaryota,Chordata,Actinopteri,Perciformes,Siganidae,Siganus,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,Family was given as order (and all shifted subsequently). Added order Perciformes  acc. To Australian Faunal Directory,,done 13.05.2024
ZOTU384,Eukaryota_Chordata_Actinopteri_Labriformes_Labridae_NA_NA,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU385,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU286,Eukaryota_Chordata_Actinopteri_Perciformes_Siganidae_Siganus_NA,Eukaryota,Chordata,Actinopteri,Perciformes,Siganidae,Siganus,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,Family was given as order (and all shifted subsequently). Added order Perciformes  acc. To Australian Faunal Directory,,done 13.05.2024
ZOTU387,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU388,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU299,Eukaryota_Chordata_Actinopteri_Perciformes_Siganidae_Siganus_NA,Eukaryota,Chordata,Actinopteri,Perciformes,Siganidae,Siganus,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,Family was given as order (and all shifted subsequently). Added order Perciformes  acc. To Australian Faunal Directory,,done 13.05.2024
ZOTU39,Eukaryota_Chordata_Actinopteri_Syngnathiformes_Callionymidae_NA_NA,Eukaryota,Chordata,Actinopteri,Syngnathiformes,Callionymidae,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU390,Eukaryota_Chordata_NA_NA_NA_NA_NA,Eukaryota,Chordata,NA,NA,NA,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU391,Eukaryota_Chordata_Actinopteri_Centrarchiformes_Terapontidae_Pelates_Pelates quadrilineatus,Eukaryota,Chordata,Actinopteri,Centrarchiformes,Terapontidae,Pelates,Pelates quadrilineatus,MiFish12S,1,1,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU10,Eukaryota_Chordata_Actinopteri_Clupeiformes_Engraulidae_Encrasicholina_Encrasicholina heteroloba,Eukaryota,Chordata,Actinopteri,Clupeiformes,Engraulidae,Encrasicholina,Encrasicholina heteroloba,MiFish12S,0,0,0,0,0,Dist in Northern Regions of AUS,"Indo-Pacific: Red Sea and East Africa to northern Madagascar and the Bay of Bengal; southern Japan and northern coast of Australia to the Solomon Islands, New Caledonia, Fiji, Tonga, and Samoa.",yes,yes,no,no,Family,Actinopteri,More northern Australia on Species and Genus level,0.99,5,Reassigned to family level,"Genus distribution in northern, tropical regions near Shark Bay",done 13.05.2024
ZOTU329,Eukaryota_Chordata_Actinopteri_Perciformes_Siganidae_Siganus_NA,Eukaryota,Chordata,Actinopteri,Perciformes,Siganidae,Siganus,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,Family was given as order (and all shifted subsequently). Added order Perciformes  acc. To Australian Faunal Directory,,done 13.05.2024
ZOTU97,Eukaryota_Chordata_Actinopteri_Perciformes_Sillaginidae_NA_NA,Eukaryota,Chordata,Actinopteri,Perciformes,Sillaginidae,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,Family was given as order (and all shifted subsequently). Added order Perciformes  acc. To Australian Faunal Directory,,done 13.05.2024
ZOTU17,Eukaryota_Chordata_Actinopteri_Perciformes_Sillaginidae_Sillago_NA,Eukaryota,Chordata,Actinopteri,Perciformes,Sillaginidae,Sillago,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,Family was given as order (and all shifted subsequently). Added order Perciformes  acc. To Australian Faunal Directory,,done 13.05.2024
ZOTU396,Eukaryota_Chordata_Actinopteri_Labriformes_Labridae_NA_NA,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU397,Eukaryota_Chordata_Mammalia_NA_NA_NA_NA,Eukaryota,Chordata,Mammalia,NA,NA,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,Taken out,Non-focus Species,done 14.05.2024
ZOTU398,Eukaryota_Chordata_Actinopteri_Tetraodontiformes_Tetraodontidae_Torquigener_Torquigener pleurogramma,Eukaryota,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Torquigener,Torquigener pleurogramma,MiFish12S,1,1,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU399,Eukaryota_Chordata_Mammalia_NA_NA_NA_NA,Eukaryota,Chordata,Mammalia,NA,NA,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,Taken out,Non-focus Species,done 14.05.2024
ZOTU322,Eukaryota_Chordata_Actinopteri_Perciformes_Sillaginidae_Sillago_NA,Eukaryota,Chordata,Actinopteri,Perciformes,Sillaginidae,Sillago,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,Family was given as order (and all shifted subsequently). Added order Perciformes  acc. To Australian Faunal Directory,,done 13.05.2024
ZOTU40,Eukaryota_Chordata_Actinopteri_Beloniformes_Hemiramphidae_Hemiramphus_NA,Eukaryota,Chordata,Actinopteri,Beloniformes,Hemiramphidae,Hemiramphus,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU400,Eukaryota_Chordata_Actinopteri_Syngnathiformes_Mullidae_Upeneus_NA,Eukaryota,Chordata,Actinopteri,Syngnathiformes,Mullidae,Upeneus,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,Upeneus tragula,NA,NA,NA,NA,,NA
ZOTU346,Eukaryota_Chordata_Actinopteri_Perciformes_Sillaginidae_Sillago_NA,Eukaryota,Chordata,Actinopteri,Perciformes,Sillaginidae,Sillago,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,Family was given as order (and all shifted subsequently). Added order Perciformes  acc. To Australian Faunal Directory,,done 13.05.2024
ZOTU402,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU403,Eukaryota_Chordata_Actinopteri_Chaetodontiformes_Leiognathidae_NA_NA,Eukaryota,Chordata,Actinopteri,Chaetodontiformes,Leiognathidae,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU404,Eukaryota_Chordata_Actinopteri_Labriformes_Labridae_Choerodon_Choerodon schoenleinii,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Choerodon,Choerodon schoenleinii,MiFish12S,1,1,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU405,Eukaryota_Chordata_Actinopteri_Perciformes_Platycephalidae_NA_NA,Eukaryota,Chordata,Actinopteri,Perciformes,Platycephalidae,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU406,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU407,Eukaryota_Chordata_Actinopteri_Labriformes_Labridae_Choerodon_Choerodon schoenleinii,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Choerodon,Choerodon schoenleinii,MiFish12S,1,1,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU408,Eukaryota_Chordata_Actinopteri_Tetraodontiformes_Ostraciidae_Ostracion_NA,Eukaryota,Chordata,Actinopteri,Tetraodontiformes,Ostraciidae,Ostracion,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU409,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU41,Eukaryota_Chordata_Actinopteri_Syngnathiformes_Callionymidae_NA_NA,Eukaryota,Chordata,Actinopteri,Syngnathiformes,Callionymidae,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU410,Eukaryota_Chordata_Actinopteri_Labriformes_Labridae_Choerodon_NA,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Choerodon,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU35,Eukaryota_Chordata_Actinopteri_Perciformes_Sillaginidae_Sillago_NA,Eukaryota,Chordata,Actinopteri,Perciformes,Sillaginidae,Sillago,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,Family was given as order (and all shifted subsequently). Added order Perciformes  acc. To Australian Faunal Directory,,done 13.05.2024
ZOTU412,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU413,Eukaryota_Chordata_Actinopteri_Spariformes_NA_NA_NA,Eukaryota,Chordata,Actinopteri,Spariformes,NA,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU352,Eukaryota_Chordata_Actinopteri_Perciformes_Serranidae_Epinephelus_Epinephelus fuscoguttatus,Eukaryota,Chordata,Actinopteri,Perciformes,Serranidae,Epinephelus,Epinephelus fuscoguttatus,MiFish12S,0,0,0,1,0,Dist in Northern Regions of AUS,"Indo-Pacific: Red Sea and East Africa to Samoa and the Phoenix Islands, north to Japan, south to Australia. Unknown from the Persian Gulf, Hawaii, and French Polynesia. Often confused with Epinephelus polyphekadion (=Epinephelus microdon of recent authors).",yes,yes,yes,no,Genus,"Epinephelus areolatus; Epinephelus bilobatus; Epinephelus coioides; Epinephelus malabaricus; Epinephelus merra; Epinephelus multinotatus; Epinephelus rivulatus; 
Epinephelus tukula",Bit more northern Australia but could be SB,1,85,Reassigned to genus level,"Species distribution in northern, tropical regions near Shark Bay",done 13.05.2024
ZOTU415,Eukaryota_Chordata_Actinopteri_Beloniformes_Hemiramphidae_Hemiramphus_NA,Eukaryota,Chordata,Actinopteri,Beloniformes,Hemiramphidae,Hemiramphus,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU416,Eukaryota_Chordata_Actinopteri_Clupeiformes_Clupeidae_Nematalosa_NA,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Nematalosa,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU417,Eukaryota_Chordata_Actinopteri_Gobiiformes_Gobiidae_NA_NA,Eukaryota,Chordata,Actinopteri,Gobiiformes,Gobiidae,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU418,Eukaryota_Chordata_Actinopteri_Centrarchiformes_Terapontidae_NA_NA,Eukaryota,Chordata,Actinopteri,Centrarchiformes,Terapontidae,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU419,Eukaryota_Chordata_Actinopteri_Syngnathiformes_Mullidae_Upeneus_Upeneus tragula,Eukaryota,Chordata,Actinopteri,Syngnathiformes,Mullidae,Upeneus,Upeneus tragula,MiFish12S,1,1,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU42,Eukaryota_Chordata_Actinopteri_Gobiiformes_Gobiidae_NA_NA,Eukaryota,Chordata,Actinopteri,Gobiiformes,Gobiidae,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU420,Eukaryota_Chordata_Actinopteri_Gobiiformes_NA_NA_NA,Eukaryota,Chordata,Actinopteri,Gobiiformes,NA,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU421,Eukaryota_Chordata_Actinopteri_Gobiiformes_Gobiidae_NA_NA,Eukaryota,Chordata,Actinopteri,Gobiiformes,Gobiidae,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU422,Eukaryota_Chordata_Actinopteri_Gobiiformes_Gobiidae_NA_NA,Eukaryota,Chordata,Actinopteri,Gobiiformes,Gobiidae,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU423,Eukaryota_Chordata_Actinopteri_Syngnathiformes_Callionymidae_NA_NA,Eukaryota,Chordata,Actinopteri,Syngnathiformes,Callionymidae,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU379,Eukaryota_Chordata_Actinopteri_Perciformes_Sillaginidae_Sillago_NA,Eukaryota,Chordata,Actinopteri,Perciformes,Sillaginidae,Sillago,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,Family was given as order (and all shifted subsequently). Added order Perciformes  acc. To Australian Faunal Directory,,done 13.05.2024
ZOTU425,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU426,Eukaryota_Chordata_Actinopteri_Clupeiformes_Chirocentridae_Chirocentrus_Chirocentrus dorab,Eukaryota,Chordata,Actinopteri,Clupeiformes,Chirocentridae,Chirocentrus,Chirocentrus dorab,MiFish12S,0,0,0,0,0,Dist in Northern Regions of AUS,"Indo-Pacific: probably throughout the warmer coastal waters, from the Red Sea and East Africa to the Solomon Islands, north to southern Japan, south to northern Australia. Recently reported from Tonga (Ref. 53797).",yes,no,no,no,Order,Actinopteri,More northern Australia (up until order level),0.97 and 0.96,3,Reassign to Order level,"Family distribution in northern, tropical regions near Shark bay",done 14.05.2024
ZOTU427,Eukaryota_Chordata_Mammalia_NA_NA_NA_NA,Eukaryota,Chordata,Mammalia,NA,NA,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,Taken out,Non-focus Species,done 14.05.2024
ZOTU428,Eukaryota_Chordata_Actinopteri_Labriformes_Labridae_Choerodon_Choerodon schoenleinii,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Choerodon,Choerodon schoenleinii,MiFish12S,1,1,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU429,Eukaryota_Chordata_Actinopteri_Tetraodontiformes_Ostraciidae_Lactoria_Lactoria cornuta,Eukaryota,Chordata,Actinopteri,Tetraodontiformes,Ostraciidae,Lactoria,Lactoria cornuta,MiFish12S,1,0,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU43,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU383,Eukaryota_Chordata_Actinopteri_Perciformes_Sillaginidae_Sillago_NA,Eukaryota,Chordata,Actinopteri,Perciformes,Sillaginidae,Sillago,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,Family was given as order (and all shifted subsequently). Added order Perciformes  acc. To Australian Faunal Directory,,done 13.05.2024
ZOTU431,Eukaryota_Chordata_Actinopteri_Labriformes_Labridae_NA_NA,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU386,Eukaryota_Chordata_Actinopteri_Perciformes_Sillaginidae_Sillago_NA,Eukaryota,Chordata,Actinopteri,Perciformes,Sillaginidae,Sillago,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,Family was given as order (and all shifted subsequently). Added order Perciformes  acc. To Australian Faunal Directory,,done 13.05.2024
ZOTU206,Eukaryota_Chordata_Actinopteri_Perciformes_Synanceiidae_Inimicus_Inimicus cuvieri,Eukaryota,Chordata,Actinopteri,Perciformes,Synanceiidae,Inimicus,Inimicus cuvieri,MiFish12S,0,0,0,0,0,no,Western Pacific: South China Sea.,yes,yes,yes,no,Genus,Chordata,Species more northern AUS but could be in SB. Might not be in Literature list because is a Scorpionfish,0.93,3,Reassigned to genus level,Species distribution unlikely in Shark Bay,done 13.05.2024
ZOTU435,Eukaryota_Chordata_Actinopteri_Labriformes_Labridae_Choerodon_Choerodon schoenleinii,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Choerodon,Choerodon schoenleinii,MiFish12S,1,1,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU436,Eukaryota_Chordata_Actinopteri_Labriformes_Labridae_Coris_Coris caudimacula,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Coris,Coris caudimacula,MiFish12S,1,0,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU438,Eukaryota_Chordata_Actinopteri_Syngnathiformes_Mullidae_Upeneus_NA,Eukaryota,Chordata,Actinopteri,Syngnathiformes,Mullidae,Upeneus,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,Upeneus tragula,NA,NA,NA,NA,,NA
ZOTU439,Eukaryota_Chordata_Actinopteri_Atheriniformes_Atherinidae_NA_NA,Eukaryota,Chordata,Actinopteri,Atheriniformes,Atherinidae,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU44,Eukaryota_Chordata_Actinopteri_Tetraodontiformes_Tetraodontidae_NA_NA,Eukaryota,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU440,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU441,Eukaryota_Chordata_Actinopteri_Spariformes_Lethrinidae_Lethrinus_Lethrinus laticaudis,Eukaryota,Chordata,Actinopteri,Spariformes,Lethrinidae,Lethrinus,Lethrinus laticaudis,MiFish12S,1,1,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU394,Eukaryota_Chordata_Actinopteri_Perciformes_Sillaginidae_Sillago_NA,Eukaryota,Chordata,Actinopteri,Perciformes,Sillaginidae,Sillago,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,Family was given as order (and all shifted subsequently). Added order Perciformes  acc. To Australian Faunal Directory,,done 13.05.2024
ZOTU443,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU444,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU445,Eukaryota_Chordata_Actinopteri_Gobiiformes_Gobiidae_NA_NA,Eukaryota,Chordata,Actinopteri,Gobiiformes,Gobiidae,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,,NA
