ZOTUID,ID_str,Kingdom,Phylum,Class,Order,Family,Genus,Species,metabarcode,fishlist_old,fishlist_new,gbifSB,gbif_temptrans,NC,Australian Faunal Directory,Fishbase,Plausible Order [GBIF],Plausible Family [GBIF],Plausible Genus [GBIF],Plausible Species [all platforms],Plausible Rank [GBIF],Possible match on LitList,Summary,Species Hit,Nr. of Genus in DB,Action,Reason,Status
ZOTU67,Eukaryota_Chordata_Actinopteri_Kurtiformes_NA_NA_NA,Eukaryota,Chordata,Actinopteri,Kurtiformes,NA,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU270,Eukaryota_Chordata_Actinopteri_Scombriformes_Scombridae_Scomberomorus_Scomberomorus sinensis,Eukaryota,Chordata,Actinopteri,Scombriformes,Scombridae,Scomberomorus,Scomberomorus sinensis,MiFish12S,0,0,0,0,0,no,"Western Pacific: Akita, Honshu, Sea of Japan, Yellow Sea and China south to Vietnam and Cambodia where it enters the Mekong River.",yes,yes,yes,no,Genus,Scomberomorus commerson; Scomberomorus munroi; Scomberomorus queenslandicus,Potentially wrongly assigned,0.92,13,Reassigned to genus level,Species distribution unlikely in Shark Bay,done 13.05.2024
ZOTU69,Eukaryota_Chordata_Actinopteri_Clupeiformes_Clupeidae_Herklotsichthys_NA,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Herklotsichthys,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU7,Eukaryota_Chordata_Actinopteri_Centrarchiformes_Terapontidae_NA_NA,Eukaryota,Chordata,Actinopteri,Centrarchiformes,Terapontidae,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU70,Eukaryota_Chordata_Actinopteri_Perciformes_Tetrarogidae_Paracentropogon_Paracentropogon longispinis,Eukaryota,Chordata,Actinopteri,Perciformes,Tetrarogidae,Paracentropogon,Paracentropogon longispinis,MiFish12S,1,0,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU71,Eukaryota_Chordata_Actinopteri_Atheriniformes_Atherinidae_Hypoatherina_NA,Eukaryota,Chordata,Actinopteri,Atheriniformes,Atherinidae,Hypoatherina,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU72,Eukaryota_Chordata_Actinopteri_Kurtiformes_NA_NA_NA,Eukaryota,Chordata,Actinopteri,Kurtiformes,NA,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU73,Eukaryota_Chordata_Actinopteri_Siluriformes_Ariidae_Netuma_NA,Eukaryota,Chordata,Actinopteri,Siluriformes,Ariidae,Netuma,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU74,Eukaryota_Chordata_Actinopteri_Perciformes_Platycephalidae_Cymbacephalus_NA,Eukaryota,Chordata,Actinopteri,Perciformes,Platycephalidae,Cymbacephalus,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU75,Eukaryota_Chordata_Actinopteri_Gobiiformes_Gobiidae_Amblygobius_Amblygobius phalaena,Eukaryota,Chordata,Actinopteri,Gobiiformes,Gobiidae,Amblygobius,Amblygobius phalaena,MiFish12S,1,1,1,1,0,NA,NA,yes,yes,yes,yes,NA,NA,NA,NA,NA,NA,,NA
ZOTU76,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU77,Eukaryota_Chordata_Actinopteri_Beloniformes_Hemiramphidae_Hyporhamphus_NA,Eukaryota,Chordata,Actinopteri,Beloniformes,Hemiramphidae,Hyporhamphus,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU57,Eukaryota_Chordata_Actinopteri_Perciformes_Sphyraenidae_Sphyraena_Sphyraena obtusata,Eukaryota,Chordata,Actinopteri,Perciformes,Sphyraenidae,Sphyraena,Sphyraena obtusata,MiFish12S,1,1,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,"Family was given as order (and all shifted subsequently). Added order Perciformes  acc. To Australian Faunal Directory, adapted from mock community",,done 13.05.2024
ZOTU28,Eukaryota_Chordata_Actinopteri_Centrarchiformes_Terapontidae_Leiopotherapon_NA,Eukaryota,Chordata,Actinopteri,Centrarchiformes,Terapontidae,Leiopotherapon,NA,MiFish12S,NA,NA,NA,NA,NA,Rivers in SB,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,Freshwater Genus: take out,Non-focus Genus,NA
ZOTU372,Eukaryota_Chordata_Actinopteri_Centrarchiformes_Terapontidae_NA_NA,Eukaryota,Chordata,Actinopteri,Centrarchiformes,Terapontidae,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU80,Eukaryota_Chordata_Actinopteri_Pleuronectiformes_Paralichthyidae_Pseudorhombus_Pseudorhombus dupliciocellatus,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae,Pseudorhombus,Pseudorhombus dupliciocellatus,MiFish12S,0,0,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU81,Eukaryota_Chordata_Actinopteri_Mugiliformes_Mugilidae_Mugil_Mugil cephalus,Eukaryota,Chordata,Actinopteri,Mugiliformes,Mugilidae,Mugil,Mugil cephalus,MiFish12S,1,1,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU82,Eukaryota_Chordata_Actinopteri_Gobiiformes_Gobiidae_Vanderhorstia_Vanderhorstia ornatissima,Eukaryota,Chordata,Actinopteri,Gobiiformes,Gobiidae,Vanderhorstia,Vanderhorstia ornatissima,MiFish12S,0,0,0,1,0,Dist. in SB,"Indo-Pacific: East Africa to Samoa, north to the Ryukyu Islands (Ref. 559).",yes,yes,yes,yes,Species,NA,NA,1.0 and 0.98,3,NA,,NA
ZOTU83,Eukaryota_Chordata_Actinopteri_Aulopiformes_Synodontidae_Saurida_Saurida undosquamis,Eukaryota,Chordata,Actinopteri,Aulopiformes,Synodontidae,Saurida,Saurida undosquamis,MiFish12S,1,1,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,adapted from Mock community,,done 13.05.2024
ZOTU84,Eukaryota_Chordata_Actinopteri_Siluriformes_Plotosidae_Plotosus_NA,Eukaryota,Chordata,Actinopteri,Siluriformes,Plotosidae,Plotosus,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU85,Eukaryota_Chordata_Actinopteri_Gobiiformes_Gobiidae_Callogobius_NA,Eukaryota,Chordata,Actinopteri,Gobiiformes,Gobiidae,Callogobius,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU86,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU87,Eukaryota_Chordata_Actinopteri_Tetraodontiformes_Diodontidae_NA_NA,Eukaryota,Chordata,Actinopteri,Tetraodontiformes,Diodontidae,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU88,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU89,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU9,Eukaryota_Chordata_Actinopteri_Labriformes_Labridae_Choerodon_Choerodon schoenleinii,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Choerodon,Choerodon schoenleinii,MiFish12S,1,1,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU90,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU424,Eukaryota_Chordata_Actinopteri_Centrarchiformes_Terapontidae_NA_NA,Eukaryota,Chordata,Actinopteri,Centrarchiformes,Terapontidae,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU432,Eukaryota_Chordata_Actinopteri_Centrarchiformes_Terapontidae_NA_NA,Eukaryota,Chordata,Actinopteri,Centrarchiformes,Terapontidae,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU93,Eukaryota_Chordata_Actinopteri_Pleuronectiformes_Paralichthyidae_Pseudorhombus_NA,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae,Pseudorhombus,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU94,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU95,Eukaryota_Chordata_Actinopteri_Blenniiformes_Tripterygiidae_Enneapterygius_NA,Eukaryota,Chordata,Actinopteri,Blenniiformes,Tripterygiidae,Enneapterygius,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU96,Eukaryota_Chordata_Actinopteri_Pleuronectiformes_Soleidae_Liachirus_Liachirus melanospilos,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Soleidae,Liachirus,Liachirus melanospilos,MiFish12S,1,0,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU485,Eukaryota_Chordata_Actinopteri_Centrarchiformes_Terapontidae_NA_NA,Eukaryota,Chordata,Actinopteri,Centrarchiformes,Terapontidae,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU98,Eukaryota_Chordata_Actinopteri_Gobiiformes_Gobiidae_Valenciennea_NA,Eukaryota,Chordata,Actinopteri,Gobiiformes,Gobiidae,Valenciennea,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU99,Eukaryota_Chordata_Actinopteri_Gobiiformes_NA_NA_NA,Eukaryota,Chordata,Actinopteri,Gobiiformes,NA,NA,NA,MiFish12S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU1,Eukaryota_Chordata_Actinopteri_Clupeiformes_Clupeidae_Sardinella_Sardinella gibbosa,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Sardinella,Sardinella gibbosa,Fish16S,0,0,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU10,Eukaryota_Chordata_Actinopteri_Clupeiformes_Engraulidae_NA_NA,Eukaryota,Chordata,Actinopteri,Clupeiformes,Engraulidae,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU100,Eukaryota_Chordata_Actinopteri_Beloniformes_Hemiramphidae_Hyporhamphus_Hyporhamphus quoyi,Eukaryota,Chordata,Actinopteri,Beloniformes,Hemiramphidae,Hyporhamphus,Hyporhamphus quoyi,Fish16S,1,1,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU101,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU102,Eukaryota_Chordata_Actinopteri_Beloniformes_Hemiramphidae_Hyporhamphus_Hyporhamphus quoyi,Eukaryota,Chordata,Actinopteri,Beloniformes,Hemiramphidae,Hyporhamphus,Hyporhamphus quoyi,Fish16S,1,1,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU103,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU104,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU105,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU73,Eukaryota_Chordata_Actinopteri_Kurtiformes_Apogonidae_cf._Jaydia_NA,Eukaryota,Chordata,Actinopteri,Kurtiformes,Apogonidae,cf._Jaydia,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,Genus Jaydia plausible for SB,NA,NA,Genus to Species and Species to NA as it was cf._Jaydia,,done 08.05.2024
ZOTU107,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU108,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU109,Eukaryota_Chordata_Actinopteri_Aulopiformes_Synodontidae_Saurida_Saurida tumbil,Eukaryota,Chordata,Actinopteri,Aulopiformes,Synodontidae,Saurida,Saurida tumbil,Fish16S,1,1,0,0,0,only under other names,"Indo-West Pacific: Red Sea and east coast of Africa (except Kenya), including Madagascar to the Persian Gulf, Arabian Sea (Ref. 9819), and further east to southeast Asia and Australia. Does not appear to occur in the central or eastern Pacific.",yes,yes,yes,yes,Species,Saurida tumbil,"Occurs around SB in GBIF, just a bit more offshore",0.96,9,NA,,NA
ZOTU11,Eukaryota_Chordata_Actinopteri_Clupeiformes_Engraulidae_NA_NA,Eukaryota,Chordata,Actinopteri,Clupeiformes,Engraulidae,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU110,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU111,Eukaryota_Chordata_Actinopteri_Labriformes_Labridae_Notolabrus_Notolabrus parilus,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Notolabrus,Notolabrus parilus,Fish16S,0,0,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU112,Eukaryota_Chordata_Actinopteri_Spariformes_Lethrinidae_Lethrinus_Lethrinus genivittatus,Eukaryota,Chordata,Actinopteri,Spariformes,Lethrinidae,Lethrinus,Lethrinus genivittatus,Fish16S,1,0,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU113,Eukaryota_Chordata_Actinopteri_Gonorynchiformes_Chanidae_Chanos_Chanos chanos,Eukaryota,Chordata,Actinopteri,Gonorynchiformes,Chanidae,Chanos,Chanos chanos,Fish16S,1,0,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU114,Eukaryota_Chordata_Actinopteri_Ephippiformes_Ephippidae_Platax_Platax batavianus,Eukaryota,Chordata,Actinopteri,Ephippiformes,Ephippidae,Platax,Platax batavianus,Fish16S,1,0,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU115,Eukaryota_Chordata_Actinopteri_Atheriniformes_Atherinidae_NA_NA,Eukaryota,Chordata,Actinopteri,Atheriniformes,Atherinidae,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU116,Eukaryota_Chordata_Actinopteri_Pleuronectiformes_Soleidae_Brachirus_NA,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Soleidae,Brachirus,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU117,Eukaryota_Chordata_Actinopteri_Tetraodontiformes_Monacanthidae_Monacanthus_Monacanthus chinensis,Eukaryota,Chordata,Actinopteri,Tetraodontiformes,Monacanthidae,Monacanthus,Monacanthus chinensis,Fish16S,1,1,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU118,Eukaryota_Chordata_Actinopteri_Carangiformes_Carangidae_Selaroides_Selaroides leptolepis,Eukaryota,Chordata,Actinopteri,Carangiformes,Carangidae,Selaroides,Selaroides leptolepis,Fish16S,1,1,1,1,1,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU119,Eukaryota_Chordata_Actinopteri_Clupeiformes_Clupeidae_Sardinella_Sardinella gibbosa,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Sardinella,Sardinella gibbosa,Fish16S,0,0,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU432,Eukaryota_Chordata_Actinopteri_Siluriformes_Ariidae_Netuma_NA,Eukaryota,Chordata,Actinopteri,Siluriformes,Ariidae,Netuma,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,Set Species to NA as it was Netuma_aff.,,done 08.05.2024
ZOTU120,Eukaryota_Chordata_Actinopteri_Clupeiformes_Clupeidae_Nematalosa_NA,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Nematalosa,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU121,Eukaryota_Chordata_Actinopteri_Clupeiformes_Engraulidae_NA_NA,Eukaryota,Chordata,Actinopteri,Clupeiformes,Engraulidae,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU122,Eukaryota_Chordata_Actinopteri_Lutjaniformes_Lutjanidae_Lutjanus_Lutjanus carponotatus,Eukaryota,Chordata,Actinopteri,Lutjaniformes,Lutjanidae,Lutjanus,Lutjanus carponotatus,Fish16S,1,1,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU123,Eukaryota_Chordata_Actinopteri_Spariformes_Lethrinidae_Lethrinus_NA,Eukaryota,Chordata,Actinopteri,Spariformes,Lethrinidae,Lethrinus,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU124,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU125,Eukaryota_Chordata_Actinopteri_Gerreiformes_Gerreidae_Gerres_Gerres oyena,Eukaryota,Chordata,Actinopteri,Gerreiformes,Gerreidae,Gerres,Gerres oyena,Fish16S,0,0,0,0,0,Dist. in SB,"Indo-Pacific: Red Sea to South Africa, east to Marshall and Samoa islands; north to the Ryukyus and south to the Queensland, Australia (Great Barrier Reef) and New Caledonia.",yes,yes,yes,yes,NA,NA,NA,1; 0.98; 0.99; 0.95,6,NA,,NA
ZOTU126,Eukaryota_Chordata_Actinopteri_Labriformes_Labridae_Choerodon_Choerodon cauteroma,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Choerodon,Choerodon cauteroma,Fish16S,1,1,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU137,Eukaryota_Chordata_Actinopteri_Atheriniformes_Atherinidae_Atherinomorus_NA,Eukaryota,Chordata,Actinopteri,Atheriniformes,Atherinidae,Atherinomorus,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,Set Species to NA as it was Atherinomorus_sp.,,done 08.05.2024
ZOTU128,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU129,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU13,Eukaryota_Chordata_Actinopteri_Centrarchiformes_Terapontidae_Pelates_Pelates quadrilineatus,Eukaryota,Chordata,Actinopteri,Centrarchiformes,Terapontidae,Pelates,Pelates quadrilineatus,Fish16S,1,1,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU130,Eukaryota_Chordata_Actinopteri_Beloniformes_Hemiramphidae_Hyporhamphus_Hyporhamphus regularis,Eukaryota,Chordata,Actinopteri,Beloniformes,Hemiramphidae,Hyporhamphus,Hyporhamphus regularis,Fish16S,1,0,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU131,Eukaryota_Chordata_Actinopteri_NA_NA_NA_NA,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU132,Eukaryota_Chordata_Actinopteri_Perciformes_Platycephalidae_Platycephalus_Platycephalus endrachtensis,Eukaryota,Chordata,Actinopteri,Perciformes,Platycephalidae,Platycephalus,Platycephalus endrachtensis,Fish16S,1,1,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,Assigned to Platycephalus endrachtensis based on MC,,done 08.05.2024
ZOTU133,Eukaryota_Chordata_Actinopteri_Gonorynchiformes_Chanidae_Chanos_Chanos chanos,Eukaryota,Chordata,Actinopteri,Gonorynchiformes,Chanidae,Chanos,Chanos chanos,Fish16S,1,0,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU134,Eukaryota_Chordata_Actinopteri_Carangiformes_Carangidae_Selaroides_Selaroides leptolepis,Eukaryota,Chordata,Actinopteri,Carangiformes,Carangidae,Selaroides,Selaroides leptolepis,Fish16S,1,1,1,1,1,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU135,Eukaryota_Chordata_Actinopteri_Perciformes_Platycephalidae_Cymbacephalus_Cymbacephalus staigeri,Eukaryota,Chordata,Actinopteri,Perciformes,Platycephalidae,Cymbacephalus,Cymbacephalus staigeri,Fish16S,0,0,1,1,0,NA,NA,yes,yes,yes,yes,NA,NA,NA,NA,NA,NA,,NA
ZOTU136,Eukaryota_Chordata_Actinopteri_Labriformes_Labridae_Scarus_NA,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Scarus,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU41,Eukaryota_Chordata_Actinopteri_Atheriniformes_Atherinidae_Atherinomorus_NA,Eukaryota,Chordata,Actinopteri,Atheriniformes,Atherinidae,Atherinomorus,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,Set Species to NA as it was Atherinomorus_sp.,,done 08.05.2024
ZOTU138,Eukaryota_Chordata_Actinopteri_Gobiiformes_Gobiidae_Vanderhorstia_NA,Eukaryota,Chordata,Actinopteri,Gobiiformes,Gobiidae,Vanderhorstia,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU139,Eukaryota_Chordata_Actinopteri_Clupeiformes_Clupeidae_Sardinella_NA,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Sardinella,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
ZOTU17,Eukaryota_Chordata_Actinopteri_Perciformes_Centrogenyidae_Centrogenys_Centrogenys vaigiensis,Eukaryota,Chordata,Actinopteri,Perciformes,Centrogenyidae,Centrogenys,Centrogenys vaigiensis,Fish16S,1,1,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,Set Order to Perciformes as it was NA  acc. To Australian Faunal Directory,,done 08.05.2024
ZOTU140,Eukaryota_Chordata_Actinopteri_Tetraodontiformes_Monacanthidae_Scobinichthys_Scobinichthys granulatus,Eukaryota,Chordata,Actinopteri,Tetraodontiformes,Monacanthidae,Scobinichthys,Scobinichthys granulatus,Fish16S,1,1,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU141,Eukaryota_Chordata_Actinopteri_Clupeiformes_Clupeidae_Sardinella_Sardinella gibbosa,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Sardinella,Sardinella gibbosa,Fish16S,0,0,1,1,0,NA,NA,yes,yes,yes,yes,Species,NA,NA,NA,NA,NA,,NA
ZOTU142,Eukaryota_Chordata_Actinopteri_Clupeiformes_Engraulidae_Engraulis_NA,Eukaryota,Chordata,Actinopteri,Clupeiformes,Engraulidae,Engraulis,NA,Fish16S,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,,NA
